Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Natalie Freeman,MANK,Minnesota State University Mankato,D2,NSIC,390.95,4,23.8,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Isabelle Johnson,MSUM,MSU Moorhead,D2,NSIC,388.75,5,22,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Karlie Woodall,STCL,St. Cloud State University,D2,NSIC,388.3,6,23,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Chloe Dobie,MANK,Minnesota State University Mankato,D2,NSIC,376.9,7,22.2,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Zoe Bjerke,MSUM,MSU Moorhead,D2,NSIC,359.05,8,22.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Jacie-aspen Flockhart,NSU,Northern State University,D2,NSIC,356.35,9,21.8,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Christen Mayberry,STCL,St. Cloud State University,D2,NSIC,355.2,10,21.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Chloe Jones,CUSP,Concordia University St. Paul,D2,NSIC,350.45,11,22.1,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Mina Dahl,CUSP,Concordia University St. Paul,D2,NSIC,346.6,12,22.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Kennedy Olson,MSUM,MSU Moorhead,D2,NSIC,330.25,13,22,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Anna Carrick,UJ,University of Jamestown,D2,NSIC,326.05,14,21.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Ruth Guy,MSUM,MSU Moorhead,D2,NSIC,325.15,15,22.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Kaitlyn Hettiarachchy,MANK,Minnesota State University Mankato,D2,NSIC,322.55,16,22.1,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Reese Bjorklund,CUSP,Concordia University St. Paul,D2,NSIC,294.35,17,22.3,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Emma Knoll,SMSU,Southwest Minnesota State University,D2,NSIC,273.75,18,20.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Camryn Hanson,MANK,Minnesota State University Mankato,D2,NSIC,270.6,19,19.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Sarah Shanda,CUSP,Concordia University St. Paul,D2,NSIC,262.05,20,19.7,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Paige Thompson,STCL,St. Cloud State University,D2,NSIC,261.25,21,19.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Sianmairead  Cox,CUSP,Concordia University St. Paul,D2,NSIC,231.9,22,20.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Prelim/Quarterfinal),1m,Madison Olafson,SMSU,Southwest Minnesota State University,D2,NSIC,222.6,23,17.7,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Avery Lommel,AUSF,Augustana University (SD),D2,NSIC,439.85,1,14.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Natalie Freeman,MANK,Minnesota State University Mankato,D2,NSIC,422.95,2,14.8,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Lauren Woelfel,STCL,St. Cloud State University,D2,NSIC,404.9,3,13.9,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Abriella Werner,STCL,St. Cloud State University,D2,NSIC,397.2,4,14.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Karlie Woodall,STCL,St. Cloud State University,D2,NSIC,395.45,5,14.1,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Chloe Dobie,MANK,Minnesota State University Mankato,D2,NSIC,377.6,6,13.6,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Isabelle Johnson,MSUM,MSU Moorhead,D2,NSIC,363.95,7,13.4,11
2026 NSIC Conference Championship,Women 1m Championship (11 Dives) (Final),1m,Zoe Bjerke,MSUM,MSU Moorhead,D2,NSIC,363.9,8,13.6,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Chloe Jones,CUSP,Concordia University St. Paul,D2,NSIC,363.2,1,13.5,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Jacie-aspen Flockhart,NSU,Northern State University,D2,NSIC,355.15,2,13.1,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Mina Dahl,CUSP,Concordia University St. Paul,D2,NSIC,344.85,3,13.8,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Kennedy Olson,MSUM,MSU Moorhead,D2,NSIC,341.2,4,13.1,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Kaitlyn Hettiarachchy,MANK,Minnesota State University Mankato,D2,NSIC,334.7,5,13.4,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Reese Bjorklund,CUSP,Concordia University St. Paul,D2,NSIC,333.3,6,13.6,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Ruth Guy,MSUM,MSU Moorhead,D2,NSIC,329.45,7,13.9,11
2026 NSIC Conference Championship,Women 1m Champ.(11 Dives) CONSOL. (Final),1m,Anna Carrick,UJ,University of Jamestown,D2,NSIC,289.3,8,13.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Emma Miller,WU,Wingate University,D2,SAC,395.5,1,22.4,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Nicole Stofko,SCRA,University of Scranton,D3,Landmark,326.3,2,21.9,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Kathryn Dilenge,SCRA,University of Scranton,D3,Landmark,272.6,3,18.4,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Valerie Stoltz,SUSQ,Susquehanna University,D3,Landmark,271.05,4,20.6,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Chloe Furlong,SCRA,University of Scranton,D3,Landmark,267.55,5,18.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Emily Kane,SCRA,University of Scranton,D3,Landmark,244.8,6,19.8,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Erin Burch,SCRA,University of Scranton,D3,Landmark,243.95,7,19.4,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Kaci Hackett,SCRA,University of Scranton,D3,Landmark,240.5,8,19.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Rylie  Kearns,SCRA,University of Scranton,D3,Landmark,219.75,9,17.8,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Chandler Straub,DREW,Drew University,D3,Landmark,215.85,10,19.5,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Pearl Hunter,WU,Wingate University,D2,SAC,198.4,11,18.5,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Kelsa Boodlal,CUA,Catholic University of America,D3,Landmark,185.35,12,17.6,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Anastasia  Mcdonald,DREW,Drew University,D3,Landmark,182.9,13,20.4,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Paula Zapateiro,CUA,Catholic University of America,D3,Landmark,153.05,14,17.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Emma Miller,WU,Wingate University,D2,SAC,358.6,1,13.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Nicole Stofko,SCRA,University of Scranton,D3,Landmark,325.45,2,21.9,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Valerie Stoltz,SUSQ,Susquehanna University,D3,Landmark,297.9,3,12.5,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Erin Burch,SCRA,University of Scranton,D3,Landmark,268.9,4,11.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Chloe Furlong,SCRA,University of Scranton,D3,Landmark,265.55,5,10.2,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Kaci Hackett,SCRA,University of Scranton,D3,Landmark,259.9,6,11,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Kathryn Dilenge,SCRA,University of Scranton,D3,Landmark,252.95,7,10.5,11
2026 Landmark Conference Diving Championship,Women 1m Championship (11Div Vol 1st.) (Final),1m,Emily Kane,SCRA,University of Scranton,D3,Landmark,237.7,8,11.5,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Emma Miller,WU,Wingate University,D2,SAC,381.15,1,20.7,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Nicole Stofko,SCRA,University of Scranton,D3,Landmark,322,2,21.4,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Chloe Furlong,SCRA,University of Scranton,D3,Landmark,282.2,3,19.7,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Pearl Hunter,WU,Wingate University,D2,SAC,226.5,4,18.6,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Rylie  Kearns,SCRA,University of Scranton,D3,Landmark,219.7,5,20.2,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Chandler Straub,DREW,Drew University,D3,Landmark,175.3,6,19.4,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Anastasia  Mcdonald,DREW,Drew University,D3,Landmark,152,7,19.5,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Emma Miller,WU,Wingate University,D2,SAC,348.35,1,12,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Nicole Stofko,SCRA,University of Scranton,D3,Landmark,343.2,2,12.8,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Chloe Furlong,SCRA,University of Scranton,D3,Landmark,273,3,11.2,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Pearl Hunter,WU,Wingate University,D2,SAC,237.95,4,10,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Rylie  Kearns,SCRA,University of Scranton,D3,Landmark,221.8,5,11.9,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Chandler Straub,DREW,Drew University,D3,Landmark,182.2,6,10.5,11
2026 Landmark Conference Diving Championship,Women 3m Championship (11Div Vol 1st.) (Final),3m,Anastasia  Mcdonald,DREW,Drew University,D3,Landmark,160.2,7,10.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Hailey Westrup,CARC,Carroll University,D3,CCIW,437.35,1,22.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Erica Johnson,SOCO,Southern Connecticut State University,D2,NE10,416.2,2,22.3,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Alayna Mccormick,SOCO,Southern Connecticut State University,D2,NE10,409,3,23,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Zibby Hanifl,SOCO,Southern Connecticut State University,D2,NE10,400.1,4,22.2,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Nina Schwab,CARC,Carroll University,D3,CCIW,396,5,23.9,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Gabriella Stoudt,GADC,Gallaudet University,D3,AEC,380.3,6,22.4,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Emma Haines,SOCO,Southern Connecticut State University,D2,NE10,379.2,7,21.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Savannah Carr,SOCO,Southern Connecticut State University,D2,NE10,377,8,21.9,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Ainsley Kashatus,MACC,Macalester College,D3,MIAC,370.4,9,23.2,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Ella Kowalczyk,CSB,College of Saint Benedict,D3,MIAC,325.7,10,20,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Liv Boyum,GADC,Gallaudet University,D3,AEC,317.5,11,20.7,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Taylor Williams,SOCO,Southern Connecticut State University,D2,NE10,308.5,12,19.1,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Molly Mcmullen,CONC,Concordia College (MN),D3,MIAC,281.05,13,19.4,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Emma Netland,CSB,College of Saint Benedict,D3,MIAC,275.85,14,21,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Annika Ohashi Berg,GADC,Gallaudet University,D3,AEC,269.25,15,19.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Abby  Stevens,CSB,College of Saint Benedict,D3,MIAC,261.4,16,19.7,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Katie Brown,AC,Austin College,D3,SCAC,257.9,17,19.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Audrianne Freese,HAMU,Hamline University,D3,MIAC,241.55,18,17.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),1m,Alexandra Koplovsky,MACC,Macalester College,D3,MIAC,170.95,19,17.3,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Nina Schwab,CARC,Carroll University,D3,CCIW,483.15,1,14.9,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Hailey Westrup,CARC,Carroll University,D3,CCIW,449.75,2,22.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Erica Johnson,SOCO,Southern Connecticut State University,D2,NE10,420.3,3,13.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Zibby Hanifl,SOCO,Southern Connecticut State University,D2,NE10,400.6,4,13.4,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Alayna Mccormick,SOCO,Southern Connecticut State University,D2,NE10,394.35,5,14.2,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Emma Haines,SOCO,Southern Connecticut State University,D2,NE10,371,6,13.4,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Savannah Carr,SOCO,Southern Connecticut State University,D2,NE10,370.7,7,13.3,11
2026 MIAC Conference Swimming and Diving Championships,Women 1m Championship (11Div Vol 1st.) (Final),1m,Gabriella Stoudt,GADC,Gallaudet University,D3,AEC,353.85,8,13.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Nina Schwab,CARC,Carroll University,D3,CCIW,474,1,25.4,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Hailey Westrup,CARC,Carroll University,D3,CCIW,454.85,2,23.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Alayna Mccormick,SOCO,Southern Connecticut State University,D2,NE10,424.4,3,24,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Ainsley Kashatus,MACC,Macalester College,D3,MIAC,401.85,4,24.3,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Zibby Hanifl,SOCO,Southern Connecticut State University,D2,NE10,390.4,5,21.7,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Gabriella Stoudt,GADC,Gallaudet University,D3,AEC,370.75,6,23.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Savannah Carr,SOCO,Southern Connecticut State University,D2,NE10,368,7,23.3,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Ella Kowalczyk,CSB,College of Saint Benedict,D3,MIAC,361.2,8,22.1,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Emma Haines,SOCO,Southern Connecticut State University,D2,NE10,360.8,9,22.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Emma Netland,CSB,College of Saint Benedict,D3,MIAC,305.7,10,21.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Abby  Stevens,CSB,College of Saint Benedict,D3,MIAC,261.5,11,19.8,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Katie Brown,AC,Austin College,D3,SCAC,255.1,12,20.1,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Audrianne Freese,HAMU,Hamline University,D3,MIAC,247.15,13,18.6,11
2026 MIAC Conference Swimming and Diving Championships,Women 3m Championship (11Div Vol 1st.) (Prelim/Quarterfinal),3m,Maya  Thomas,MACC,Macalester College,D3,MIAC,241.25,14,19.3,11
